Date,AAPL,MSFT,AMZN,GOOGL,META,TSLA,NVDA,JPM,V,BAC
2025-01-13,233.83592224121094,415.5921936035156,218.4600067138672,190.5595703125,607.322021484375,403.30999755859375,133.20849609375,241.55128479003906,305.89642333984375,44.51509475708008
2025-01-14,232.71861267089844,414.0780334472656,217.75999450683594,189.21275329589844,593.2653198242188,396.3599853515625,131.7387237548828,244.77578735351562,308.05914306640625,45.22639083862305
2025-01-15,237.2975616455078,424.67724609375,223.35000610351562,195.0888671875,616.097412109375,428.2200012207031,136.218017578125,249.6026611328125,315.22515869140625,46.530426025390625
2025-01-16,227.710693359375,422.953857421875,220.66000366210938,192.45509338378906,610.2869873046875,413.82000732421875,133.54844665527344,251.50177001953125,316.19195556640625,46.07598876953125
2025-01-17,229.4265594482422,427.3868408203125,225.94000244140625,195.5377960205078,611.754638671875,426.5,137.68777465820312,256.3385314941406,318.5540466308594,45.96731948852539
2025-01-21,222.10421752929688,426.85888671875,230.7100067138672,197.58297729492188,615.4385375976562,424.07000732421875,140.80726623535156,260.1663818359375,322.5506591796875,46.09574890136719
2025-01-22,223.29136657714844,444.4910888671875,235.00999450683594,197.9022216796875,622.4668579101562,415.1099853515625,147.04627990722656,259.97845458984375,322.48089599609375,45.23626708984375
2025-01-23,223.1217803955078,444.9991149902344,235.4199981689453,197.5131378173828,635.3953857421875,412.3800048828125,147.1962432861328,263.05462646484375,327.1153869628906,45.82901382446289
2025-01-24,222.24388122558594,442.3592834472656,234.85000610351562,199.73788452148438,646.4170532226562,406.5799865722656,142.5969696044922,261.9566650390625,329.0987548828125,45.95743942260742
2025-01-27,229.30685424804688,432.8956604003906,235.4199981689453,191.35768127441406,658.7865600585938,397.1499938964844,118.40088653564453,262.9557189941406,333.4242858886719,46.520545959472656
2025-01-28,237.68663024902344,445.4872741699219,238.14999389648438,194.83946228027344,673.2125854492188,398.0899963378906,128.9691925048828,264.2316589355469,333.364501953125,46.2735710144043
2025-01-29,238.7839813232422,440.6358947753906,237.07000732421875,194.94920349121094,675.3690185546875,389.1000061035156,123.6800308227539,263.677734375,334.75982666015625,46.18465805053711
2025-01-30,237.0182342529297,413.4006042480469,234.63999938964844,200.3963165283203,685.8616333007812,400.2799987792969,124.62987518310547,265.3097839355469,341.9058837890625,46.15502166748047
2025-01-31,235.4320831298828,413.4703369140625,237.67999267578125,203.53890991210938,688.0379638671875,404.6000061035156,120.05062103271484,264.389892578125,340.6600646972656,45.7401008605957
2025-02-03,227.46128845214844,409.3462219238281,237.4199981689453,200.75546264648438,696.3043212890625,383.67999267578125,116.64117431640625,263.9052429199219,344.66668701171875,45.651187896728516
2025-02-04,232.23977661132812,410.7906494140625,242.05999755859375,205.89334106445312,703.0231323242188,392.2099914550781,118.63085174560547,265.0229187011719,343.9989013671875,46.1451416015625
2025-02-05,231.91058349609375,411.7071228027344,236.1699981689453,190.8788299560547,703.7020263671875,378.1700134277344,124.80985260009766,267.48583984375,348.27459716796875,46.540306091308594
2025-02-06,232.6587677001953,414.2274475097656,238.8300018310547,191.148193359375,710.8101806640625,374.32000732421875,128.65921020507812,273.8853759765625,346.3211364746094,47.16268539428711
2025-02-07,227.08221435546875,408.1806945800781,229.14999389648438,184.90293884277344,713.3359985351562,361.6199951171875,129.81903076171875,272.79736328125,346.85931396484375,46.82679748535156
2025-02-10,227.3518524169922,410.6412048339844,233.13999938964844,186.03028869628906,716.2112426757812,350.7300109863281,133.54844665527344,268.08917236328125,350.05865478515625,46.105621337890625
2025-02-11,232.3153533935547,409.86419677734375,232.75999450683594,184.8830108642578,718.6072387695312,328.5,132.77857971191406,271.9961853027344,350.13848876953125,46.22417449951172
2025-02-12,236.55978393554688,407.473388671875,228.92999267578125,183.17703247070312,724.1780395507812,336.510009765625,131.11883544921875,272.4512023925781,350.9072265625,45.651187896728516
2025-02-13,241.21368408203125,408.9676513671875,230.3699951171875,185.70106506347656,727.352783203125,355.94000244140625,135.26815795898438,273.31170654296875,355.0403747558594,45.769737243652344
2025-02-14,244.2796630859375,406.86572265625,228.67999267578125,184.79319763183594,735.4493408203125,355.8399963378906,138.8275909423828,273.5787658691406,353.2233581542969,46.392120361328125
2025-02-18,244.14984130859375,408.07110595703125,226.64999389648438,183.33663940429688,715.1829223632812,354.1099853515625,139.37750244140625,276.9021911621094,356.1385498046875,45.96731948852539
2025-02-19,244.54930114746094,413.1814270019531,226.6300048828125,184.83311462402344,702.6038818359375,360.55999755859375,139.20751953125,276.2098083496094,354.6410217285156,45.45360565185547
2025-02-20,245.508056640625,415.3674621582031,222.8800048828125,184.12478637695312,693.6886596679688,354.3999938964844,140.08738708496094,263.89532470703125,349.90887451171875,44.752193450927734
2025-02-21,245.22842407226562,407.4619445800781,216.5800018310547,179.23634338378906,682.4172973632812,337.79998779296875,134.40829467773438,261.36322021484375,347.9521179199219,44.26811981201172
2025-02-24,246.77639770507812,403.2596740722656,212.7100067138672,178.82730102539062,667.0228881835938,330.5299987792969,130.25897216796875,258.4947814941406,349.2799072265625,43.9223518371582
2025-02-25,246.71646118164062,397.17083740234375,212.8000030517578,175.00633239746094,656.4105224609375,302.79998779296875,126.60955810546875,254.59767150878906,351.5062255859375,43.40863800048828
2025-02-26,240.0452117919922,398.99749755859375,214.35000610351562,172.3226776123047,672.5836791992188,290.79998779296875,131.25881958007812,255.97256469726562,350.04864501953125,43.40863800048828
2025-02-27,236.98922729492188,391.8106994628906,208.74000549316406,168.1026611328125,657.1492919921875,281.95001220703125,120.13060760498047,256.2297058105469,355.1501770019531,43.58646011352539
2025-02-28,241.5232696533203,396.26251220703125,212.27999877929688,169.87844848632812,667.0927734375,292.9800109863281,124.89983367919922,261.76873779296875,362.1086120605469,45.54251480102539
2025-03-03,237.71826171875,387.778076171875,205.02000427246094,166.6161651611328,653.9645385742188,284.6499938964844,114.04158782958984,257.7826232910156,361.2200927734375,45.00904846191406
2025-03-04,235.6210174560547,387.8978576660156,203.8000030517578,170.51695251464844,638.939453125,272.0400085449219,115.97127532958984,247.52552795410156,351.64599609375,42.153995513916016
2025-03-05,235.4312744140625,400.2851257324219,208.36000061035156,172.61199951171875,655.3822021484375,279.1000061035156,117.28106689453125,248.7915802001953,352.0952453613281,41.778594970703125
2025-03-06,235.0218048095703,396.1627197265625,200.6999969482422,171.94357299804688,626.8894653320312,263.45001220703125,110.55215454101562,243.8559112548828,343.5893859863281,40.95862579345703
2025-03-07,238.7569122314453,392.5892639160156,199.25,173.4500274658203,624.6232299804688,262.6700134277344,112.67181396484375,239.6422882080078,344.7474670410156,41.1574592590332
2025-03-10,227.1820831298828,379.46337890625,194.5399932861328,165.66943359375,596.9990844726562,222.14999389648438,106.96273040771484,229.69183349609375,340.913818359375,39.596656799316406
2025-03-11,220.55078125,379.7528381347656,196.58999633789062,163.84164428710938,604.7063598632812,230.5800018310547,108.74244689941406,226.64535522460938,331.5893249511719,39.37794494628906
2025-03-12,216.69583129882812,382.5676574707031,198.88999938964844,166.90794372558594,618.5333862304688,248.08999633789062,115.73196411132812,225.41885375976562,332.28814697265625,39.67618942260742
2025-03-13,209.4053955078125,378.0758972167969,193.88999938964844,162.56320190429688,589.6613159179688,240.67999267578125,115.57197570800781,222.7383575439453,328.0052490234375,39.437591552734375
2025-03-14,213.21041870117188,387.84796142578125,197.9499969482422,165.28990173339844,607.1328125,249.97999572753906,121.66155242919922,229.909423828125,331.2498474121094,40.650447845458984
2025-03-17,213.71974182128906,387.98773193359375,195.74000549316406,164.09133911132812,604.4349365234375,238.00999450683594,119.52169799804688,231.38319396972656,333.99530029296875,41.19722366333008
2025-03-18,212.4114532470703,382.81719970703125,192.82000732421875,160.47572326660156,581.9122314453125,225.30999755859375,115.42198181152344,232.41188049316406,334.2149353027344,41.4059944152832
2025-03-19,214.95811462402344,387.1093444824219,195.5399932861328,163.69183349609375,583.6109619140625,235.86000061035156,117.51183319091797,236.50680541992188,339.3064880371094,41.962711334228516
2025-03-20,213.81961059570312,386.131103515625,194.9499969482422,162.6031494140625,585.5494384765625,236.25999450683594,118.52176666259766,236.4078826904297,338.9371032714844,42.23113250732422
2025-03-21,217.98414611816406,390.54302978515625,196.2100067138672,163.79171752929688,595.7915649414062,248.7100067138672,117.69182586669922,238.99937438964844,335.1034851074219,42.22119140625
2025-03-24,220.44091796875,392.35968017578125,203.25999450683594,167.4772491455078,618.3742065429688,278.3900146484375,121.40157318115234,245.359375,343.29986572265625,42.81767654418945
2025-03-25,223.45697021484375,394.4358825683594,205.7100067138672,170.353759765625,625.8284912109375,288.1400146484375,120.68162536621094,248.3959503173828,344.0486145019531,43.02644348144531
2025-03-26,221.2398681640625,389.2554016113281,201.1300048828125,164.86041259765625,610.51025390625,272.05999755859375,113.75210571289062,248.2970428466797,343.6093444824219,42.56914138793945
2025-03-27,223.5568389892578,389.8642578125,201.36000061035156,162.04383850097656,602.11669921875,273.1300048828125,111.4222640991211,245.418701171875,349.2799072265625,42.310665130615234
2025-03-28,217.6146240234375,378.1058349609375,192.72000122070312,154.14340209960938,576.2965698242188,263.54998779296875,109.66238403320312,240.2061004638672,342.28155517578125,41.008338928222656
2025-03-31,221.83909606933594,374.7021179199219,190.25999450683594,154.45301818847656,575.9168701171875,259.1600036621094,108.37247467041016,242.62942504882812,349.87890625,41.48552703857422
2025-04-01,222.897705078125,381.4896545410156,192.1699981689453,156.8800811767578,585.5494384765625,268.4599914550781,110.14234924316406,241.0072784423828,345.7757568359375,41.24693298339844
2025-04-02,223.59678649902344,381.43975830078125,196.00999450683594,156.85011291503906,583.4810180664062,282.760009765625,110.4123306274414,243.14376831054688,345.7557678222656,41.604820251464844
2025-04-03,202.9239044189453,372.42626953125,178.41000366210938,150.5377655029297,531.2112426757812,267.2799987792969,101.79293060302734,226.20025634765625,338.8273010253906,37.001949310302734
2025-04-04,188.13330078125,359.18060302734375,171.0,145.4239501953125,504.3419494628906,239.42999267578125,94.30345153808594,209.2718048095703,312.61083984375,34.18852615356445
2025-04-07,181.2223663330078,357.2042236328125,175.25999450683594,146.5725555419922,515.8530883789062,233.2899932861328,97.63321685791016,213.411865234375,311.80218505859375,35.37155532836914
2025-04-08,172.19419860839844,353.9102783203125,170.66000366210938,144.52503967285156,510.05755615234375,221.86000061035156,96.29331970214844,215.8302001953125,307.7588806152344,34.82477569580078
2025-04-09,198.58958435058594,389.7744140625,191.10000610351562,158.51809692382812,585.3196411132812,272.20001220703125,114.32205963134766,233.21644592285156,331.8788146972656,36.93235778808594
2025-04-10,190.17062377929688,380.65118408203125,181.22000122070312,152.63522338867188,545.8699951171875,252.39999389648438,107.56253051757812,226.0211181640625,324.07177734375,35.63997268676758
2025-04-11,197.89048767089844,387.7381896972656,184.8699951171875,156.9499969482422,543.152099609375,252.30999755859375,110.92229461669922,235.06752014160156,332.8471984863281,35.73938751220703
2025-04-14,202.25477600097656,387.0993347167969,182.1199951171875,158.87767028808594,531.0713500976562,252.35000610351562,110.70230865478516,233.59461975097656,334.624267578125,36.45516586303711
2025-04-15,201.87527465820312,385.0231628417969,179.58999633789062,156.12100219726562,521.1190795898438,254.11000061035156,112.19220733642578,232.0122528076172,335.2532043457031,37.76743698120117
2025-04-16,194.0155792236328,370.92901611328125,174.3300018310547,153.1446075439453,501.9237976074219,241.5500030517578,104.48274230957031,228.50912475585938,330.7806396484375,37.111305236816406
2025-04-17,196.72203063964844,367.1060485839844,172.61000061035156,150.97723388671875,501.0944519042969,241.3699951171875,101.48294830322266,230.84786987304688,329.0634765625,37.190834045410156
2025-04-21,192.9070281982422,358.4619140625,167.32000732421875,147.49143981933594,484.2873840332031,227.5,96.90327453613281,227.89210510253906,319.56927490234375,36.703704833984375
2025-04-22,199.47842407226562,366.1478271484375,173.17999267578125,151.28684997558594,499.8953552246094,237.97000122070312,98.88313293457031,234.46044921875,330.85052490234375,38.09550094604492
2025-04-23,204.33206176757812,373.7039489746094,180.60000610351562,155.16217041015625,519.8699951171875,250.74000549316406,102.70286560058594,239.72509765625,333.81561279296875,38.52298355102539
2025-04-24,208.09710693359375,386.59027099609375,186.5399932861328,159.08740234375,532.7401123046875,259.510009765625,106.422607421875,243.46705627441406,335.15338134765625,39.348121643066406
2025-04-25,209.00592041015625,391.1319580078125,188.99000549316406,161.76417541503906,546.8492431640625,284.95001220703125,111.0022964477539,242.38229370117188,334.6142883300781,39.45747375488281
2025-04-28,209.8647918701172,390.4432067871094,187.6999969482422,160.41580200195312,549.3173217773438,285.8800048828125,108.72245025634766,242.0538787841797,336.9504089355469,39.54694747924805
2025-04-29,210.9333953857422,393.31793212890625,187.38999938964844,159.9663543701172,554.0137329101562,292.0299987792969,109.0124282836914,243.44715881347656,340.9537353515625,39.75572204589844
2025-04-30,212.22171020507812,394.53570556640625,184.4199981689453,158.6079864501953,548.577880859375,282.1600036621094,108.91243743896484,243.44715881347656,344.9271545410156,39.646366119384766
2025-05-01,213.04063415527344,424.6204528808594,190.1999969482422,161.10496520996094,571.7700805664062,280.5199890136719,111.60224914550781,245.70626831054688,341.8822326660156,39.934661865234375
2025-05-02,205.08106994628906,434.48236083984375,189.97999572753906,163.8316650390625,596.56103515625,287.2099914550781,114.49205017089844,251.29933166503906,347.023681640625,40.82939147949219
2025-05-05,198.62953186035156,435.3707275390625,186.35000610351562,164.01145935058594,598.8092651367188,280.260009765625,113.81209564208984,251.34909057617188,348.06195068359375,40.87909698486328
2025-05-06,198.25001525878906,432.5159606933594,185.00999450683594,163.03262329101562,586.8584594726562,275.3500061035156,113.53211975097656,248.05496215820312,347.1235046386719,40.600738525390625
2025-05-07,195.99298095703125,432.555908203125,188.7100067138672,151.19696044921875,596.3511352539062,276.2200012207031,117.05187225341797,248.1942901611328,349.26995849609375,40.69021224975586
2025-05-08,197.2313690185547,437.3670654296875,192.0800018310547,154.0934600830078,597.5502319335938,284.82000732421875,117.36185455322266,252.25473022460938,350.68756103515625,41.356285095214844
2025-05-09,198.27000427246094,437.9260559082031,193.05999755859375,152.5653076171875,592.0344848632812,298.260009765625,116.64189910888672,251.86660766601562,351.9554748535156,41.54517364501953
2025-05-12,210.7899932861328,448.4367370605469,208.63999938964844,158.26840209960938,638.9383544921875,318.3800048828125,122.99146270751953,258.80316162109375,355.260009765625,43.10597610473633
2025-05-13,212.92999267578125,448.3169860839844,211.3699951171875,159.33709716796875,655.525634765625,334.07000732421875,129.9209747314453,261.7489929199219,356.1400146484375,44.02058410644531
2025-05-14,212.3300018310547,452.1099853515625,210.25,165.1700439453125,658.85302734375,347.67999267578125,135.33059692382812,264.36639404296875,356.4599914550781,44.4778938293457
2025-05-15,211.4499969482422,453.1300048828125,205.1699981689453,163.76174926757812,643.3849487304688,342.82000732421875,134.8206329345703,266.2074890136719,362.29998779296875,44.12000274658203
2025-05-16,211.25999450683594,454.2699890136719,205.58999633789062,165.9890594482422,639.8477172851562,349.9800109863281,135.39059448242188,266.27716064453125,365.1199951171875,44.428184509277344
2025-05-19,208.77999877929688,458.8699951171875,206.16000366210938,166.338623046875,639.9376220703125,342.0899963378906,135.5605926513672,263.6100158691406,367.8999938964844,44.50771713256836
2025-05-20,206.86000061035156,458.1700134277344,204.07000732421875,163.78172302246094,636.6101684570312,343.82000732421875,134.37066650390625,264.40618896484375,366.8399963378906,44.428184509277344
2025-05-21,202.08999633789062,452.57000732421875,201.1199951171875,168.35618591308594,635.0114135742188,334.6199951171875,131.7908477783203,259.7884521484375,358.29998779296875,42.996620178222656
2025-05-22,201.36000061035156,454.8599853515625,203.10000610351562,170.66339111328125,636.08056640625,341.0400085449219,132.82078552246094,259.42022705078125,357.9700012207031,43.056270599365234
2025-05-23,195.27000427246094,450.17999267578125,200.99000549316406,168.26629638671875,626.577880859375,339.3399963378906,131.2808837890625,259.46002197265625,353.5400085449219,42.94691467285156
2025-05-27,200.2100067138672,460.69000244140625,206.02000427246094,172.69093322753906,641.826171875,362.8900146484375,135.49058532714844,264.01806640625,359.29998779296875,43.9609375
2025-05-28,200.4199981689453,457.3599853515625,204.72000122070312,172.15159606933594,643.085205078125,356.8999938964844,134.80064392089844,262.2266845703125,359.7300109863281,43.801876068115234
2025-05-29,199.9499969482422,458.67999267578125,205.6999969482422,171.65219116210938,644.5540771484375,358.42999267578125,139.1803436279297,263.10247802734375,362.3999938964844,43.9808235168457
2025-05-30,200.85000610351562,460.3599853515625,205.00999450683594,171.5323486328125,646.9921875,346.4599914550781,135.12062072753906,262.7342529296875,365.19000244140625,43.87146759033203
2025-06-02,201.6999969482422,461.9700012207031,206.64999389648438,168.82562255859375,670.3842163085938,342.69000244140625,137.37046813964844,263.3910827636719,365.32000732421875,43.82175827026367
2025-06-03,203.27000427246094,462.9700012207031,205.7100067138672,165.97906494140625,666.3372802734375,344.2699890136719,141.21018981933594,264.99334716796875,365.8599853515625,44.38842010498047
2025-06-04,202.82000732421875,463.8699951171875,207.22999572753906,167.8468017578125,687.4210815429688,332.04998779296875,141.91014099121094,262.95318603515625,368.0,44.10011672973633
2025-06-05,200.6300048828125,467.67999267578125,207.91000366210938,168.00662231445312,684.0936279296875,284.70001220703125,139.98028564453125,260.694091796875,366.7699890136719,44.12000274658203
2025-06-06,203.9199981689453,470.3800048828125,213.57000732421875,173.46998596191406,697.173583984375,295.1400146484375,141.7101593017578,264.4559631347656,370.2200012207031,44.970001220703125
2025-06-09,201.4499969482422,472.75,216.97999572753906,176.08999633789062,693.5263671875,308.5799865722656,142.62010192871094,265.4610900878906,366.6600036621094,44.869998931884766
2025-06-10,202.6699981689453,470.9200134277344,217.61000061035156,178.60000610351562,701.8599853515625,326.0899963378906,143.95001220703125,267.31219482421875,370.70001220703125,45.09000015258789
2025-06-11,198.77999877929688,472.6199951171875,213.1999969482422,177.35000610351562,693.6063232421875,326.42999267578125,142.8300018310547,266.8643493652344,373.30999755859375,44.72999954223633
2025-06-12,199.1999969482422,478.8699951171875,213.24000549316406,175.6999969482422,692.826904296875,319.1099853515625,145.0,266.95391845703125,371.3999938964844,44.619998931884766
2025-06-13,196.4499969482422,474.9599914550781,212.10000610351562,174.6699981689453,682.344970703125,325.30999755859375,141.97000122070312,263.6796875,352.8500061035156,44.09000015258789
2025-06-16,198.4199981689453,479.1400146484375,216.10000610351562,176.77000427246094,702.1199951171875,329.1300048828125,144.69000244140625,269.063720703125,355.4800109863281,44.40999984741211
2025-06-17,195.63999938964844,478.0400085449219,214.82000732421875,175.9499969482422,697.22998046875,316.3500061035156,144.1199951171875,268.2277526855469,357.8399963378906,44.22999954223633
2025-06-18,196.5800018310547,480.239990234375,212.52000427246094,173.32000732421875,695.77001953125,322.04998779296875,145.47999572753906,272.646484375,340.3800048828125,45.060001373291016
2025-06-20,201.0,477.3999938964844,209.69000244140625,166.63999938964844,682.3499755859375,322.1600036621094,143.85000610351562,273.6814880371094,338.57000732421875,45.5
2025-06-23,201.5,486.0,208.47000122070312,165.19000244140625,698.530029296875,348.67999267578125,144.1699981689453,276.9358215332031,343.75,46.29999923706055
2025-06-24,200.3000030517578,490.1099853515625,212.77000427246094,166.77000427246094,712.2000122070312,340.4700012207031,147.89999389648438,279.9114990234375,351.6300048828125,46.65999984741211
2025-06-25,201.55999755859375,492.2699890136719,211.99000549316406,170.67999267578125,708.6799926757812,327.54998779296875,154.30999755859375,282.69805908203125,345.260009765625,46.849998474121094
2025-06-26,201.0,497.45001220703125,217.1199951171875,173.5399932861328,726.0900268554688,325.7799987792969,155.02000427246094,287.3655700683594,346.0299987792969,47.459999084472656
2025-06-27,201.0800018310547,495.94000244140625,223.3000030517578,178.52999877929688,733.6300048828125,323.6300048828125,157.75,285.7334289550781,348.6099853515625,47.119998931884766
2025-06-30,205.1699981689453,497.4100036621094,219.38999938964844,176.22999572753906,738.0900268554688,317.6600036621094,157.99000549316406,288.52001953125,355.04998779296875,47.31999969482422
2025-07-01,207.82000732421875,492.04998779296875,220.4600067138672,175.83999633789062,719.219970703125,300.7099914550781,153.3000030517578,289.0176086425781,355.4700012207031,48.150001525878906
2025-07-02,212.44000244140625,491.0899963378906,219.9199981689453,178.63999938964844,713.5700073242188,315.6499938964844,157.25,290.6000061035156,354.2200012207031,48.709999084472656
2025-07-03,213.5500030517578,498.8399963378906,223.41000366210938,179.52999877929688,719.010009765625,315.3500061035156,159.33999633789062,296.0,358.8599853515625,48.93000030517578
2025-07-07,209.9499969482422,497.7200012207031,223.47000122070312,176.7899932861328,718.3499755859375,293.94000244140625,158.24000549316406,291.9700012207031,356.6400146484375,48.65999984741211
2025-07-08,210.00999450683594,496.6199951171875,219.36000061035156,174.36000061035156,720.6699829101562,297.80999755859375,160.0,282.7799987792969,354.54998779296875,47.150001525878906
2025-07-09,211.13999938964844,503.510009765625,222.5399932861328,176.6199951171875,732.780029296875,295.8800048828125,162.8800048828125,283.1600036621094,357.760009765625,46.84000015258789
2025-07-10,212.41000366210938,501.4800109863281,222.25999450683594,177.6199951171875,727.239990234375,309.8699951171875,164.10000610351562,288.19000244140625,355.8800048828125,46.970001220703125
